Idade,Sexo,Raça,Estado civil,Educação,Emprego,Salario,Quantos livros você leu nos últimos 12 meses?,Leu algum livro físico nos últimos 12 meses?,Leu algum audiolivro nos últimos 12 meses?,Leu algum e-book nos últimos 12 meses?,"No último livro que você leu, você…",Você costuma ler notícias ou jornais diariamente?,Você costuma ler revistas?,Categoria de Idade,Frequência de Leitura
55,Feminino,Preta,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
51,Masculino,Preta,Outros,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
50,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",4,Sim,Sim,Não,Comprou o livro,Sim,Não,Adulto,Baixa
42,Masculino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"Menos que $10,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
41,Feminino,Preta,Casado,Pós-graduação,Empregado (Integral),Não Informado,4,Sim,Não,Sim,Pegou de outra forma,Sim,Não,Adulto,Baixa
38,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
37,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
37,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
30,Masculino,Preta,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
29,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
29,Feminino,Preta,Outros,Ensino médio completo,Empregado (Integral),Não Informado,4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
28,Feminino,Preta,Divorciado,Ensino médio completo,Desempregado,"Menos que $10,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
25,Feminino,Preta,Outros,Ensino médio completo,Desempregado,"Menos que $10,000",4,Sim,Não,Sim,Pegou numa biblioteca,Não,Não,Adulto,Baixa
23,Masculino,Preta,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
20,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
19,Feminino,Preta,Solteiro,Ensino médio completo,Desempregado,"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
18,Masculino,Preta,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 - $150,000",4,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Adulto,Baixa
18,Masculino,Preta,Outros,Ensino médio incompleto,Empregado (Meio Período),"$100,000 a $150,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
86,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
85,Masculino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,4,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Baixa
81,Feminino,Branca,Viúvo,Ensino médio completo,Desempregado,"$100,000 a $150,000",4,Não,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
81,Masculino,Branca,Viúvo,Ensino superior completo,Aposentado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Baixa
80,Feminino,Branca,Viúvo,Ensino superior completo,Aposentado,"$40,000 - $50,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Idoso,Baixa
78,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$30,000 - $40,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Idoso,Baixa
77,Feminino,Branca,Casado,Ensino médio completo,Aposentado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Baixa
77,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Idoso,Baixa
76,Feminino,Branca,Casado,Pós-graduação,Aposentado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Idoso,Baixa
76,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
75,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",4,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Idoso,Baixa
72,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",4,Sim,Não,Não,Pegou de outra forma,Não,Não,Idoso,Baixa
72,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$50,000 - $75,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
72,Feminino,Branca,Divorciado,Ensino médio completo,Aposentado,Não Informado,4,Sim,Sim,Não Informado,Pegou numa biblioteca,Não,Sim,Idoso,Baixa
71,Masculino,Branca,Casado,Ensino médio completo,Desempregado,"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Idoso,Baixa
70,Feminino,Branca,Solteiro,Ensino superior completo,Desempregado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
70,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$10,000 - $20,000",4,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Idoso,Baixa
69,Feminino,Branca,Viúvo,Ensino técnico,Aposentado,"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
69,Feminino,Branca,Divorciado,Ensino superior completo,Aposentado,"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
68,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
68,Feminino,Branca,Casado,Ensino superior completo,Aposentado,Não Informado,4,Não,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Baixa
66,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Idoso,Baixa
66,Feminino,Branca,Viúvo,Ensino médio incompleto,Aposentado,"$10,000 - $20,000",4,Sim,Não,Sim,Pegou de outra forma,Sim,Não,Idoso,Baixa
65,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Idoso,Baixa
65,Masculino,Branca,Divorciado,Ensino médio completo,Aposentado,"$40,000 - $50,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
65,Masculino,Branca,Casado,Pós-graduação,Aposentado,"$50,000 - $75,000",4,Não,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
65,Feminino,Branca,Casado,Ensino médio completo,Aposentado,"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
65,Masculino,Branca,Casado,Ensino médio completo,Aposentado,"$50,000 - $75,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
65,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Idoso,Baixa
64,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
64,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$40,000 - $50,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Idoso,Baixa
62,Feminino,Branca,Viúvo,Ensino médio completo,Aposentado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
62,Feminino,Branca,Casado,Pós-graduação,Aposentado,"$100,000 - $150,000",4,Sim,Não,Sim,Comprou o livro,Sim,Sim,Idoso,Baixa
60,Feminino,Branca,Viúvo,Ensino médio completo,Desabilitado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Idoso,Baixa
60,Masculino,Branca,Casado,Ensino médio completo,Autônomo,"$10,000 - $20,000",4,Sim,Não,Não,Pegou numa biblioteca,Não,Sim,Idoso,Baixa
60,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Idoso,Baixa
59,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",4,Não,Não,Não,Pegou de outra forma,Não,Não,Adulto,Baixa
58,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
57,Feminino,Branca,Solteiro,Ensino superior completo,Desempregado,"$10,000 - $20,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
57,Masculino,Branca,Outros,Ensino médio completo,Desabilitado,"$40,000 - $50,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
57,Feminino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
56,Feminino,Branca,Casado,Ensino superior completo,Aposentado,"$100,000 - $150,000",4,Não,Não,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
56,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),Não Informado,4,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Baixa
55,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$100,000 - $150,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
55,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
55,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
55,Masculino,Branca,Viúvo,Ensino médio completo,Aposentado,"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
55,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
53,Feminino,Branca,Casado,Ensino médio completo,Desabilitado,"Menos que $10,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
52,Feminino,Branca,Casado,Ensino médio completo,Empregado (Meio Período),"$100,000 - $150,000",4,Não,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
52,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",4,Sim,Sim,Não,Comprou o livro,Não,Sim,Adulto,Baixa
52,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
51,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
50,Masculino,Branca,Solteiro,Não Informado,Aposentado,Não Informado,4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
50,Masculino,Branca,Divorciado,Ensino médio incompleto,Desabilitado,"Menos que $10,000",4,Não,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
50,Feminino,Branca,Casado,Ensino superior completo,Desempregado,Não Informado,4,Não,Sim,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
50,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
50,Feminino,Branca,Divorciado,Ensino médio completo,Empregado (Meio Período),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
50,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Sim,Pegou de outra forma,Sim,Sim,Adulto,Baixa
49,Feminino,Branca,Divorciado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
49,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Sim,Sim,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
49,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
49,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
48,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Sim,Sim,Comprou o livro,Não,Não,Adulto,Baixa
47,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
47,Feminino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adulto,Baixa
47,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
47,Feminino,Branca,Casado,Ensino médio incompleto,Empregado (Integral),Não Informado,4,Não,Não,Sim,Comprou o livro,Sim,Não,Adulto,Baixa
46,Masculino,Branca,Outros,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
46,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
45,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
45,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Sim,Não,Pegou numa biblioteca,Não,Sim,Adulto,Baixa
44,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",4,Sim,Não,Não,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
44,Feminino,Branca,Casado,Ensino técnico,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
44,Feminino,Branca,Casado,Ensino superior completo,Autônomo,"$100,000 - $150,000",4,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
43,Masculino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
42,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$100,000 a $150,000",4,Sim,Sim,Sim,Pegou numa biblioteca,Não,Não,Adulto,Baixa
42,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
42,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
42,Masculino,Branca,Solteiro,Ensino superior completo,Autônomo,"$75,000 - $100,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
41,Masculino,Branca,Casado,Ensino superior completo,Autônomo,"$100,000 - $150,000",4,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Adulto,Baixa
41,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Não,Adulto,Baixa
41,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Não,Não,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
40,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",4,Não,Não,Sim,Pegou numa biblioteca,Sim,Sim,Adulto,Baixa
40,Feminino,Branca,Casado,Ensino superior completo,Desempregado,"$10,000 - $20,000",4,Sim,Sim,Sim,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
40,Masculino,Branca,Outros,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",4,Não,Não,Sim,Pegou de outra forma,Não,Não,Adulto,Baixa
39,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Sim,Adulto,Baixa
38,Masculino,Branca,Casado,Pós-graduação,Desempregado,"$10,000 - $20,000",4,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Adulto,Baixa
38,Masculino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Sim,Pegou numa biblioteca,Sim,Não,Adulto,Baixa
37,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Sim,Não,Pegou de outra forma,Não,Sim,Adulto,Baixa
36,Feminino,Branca,Casado,Ensino superior completo,Desempregado,Não Informado,4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
36,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Não,Comprou o livro,Sim,Sim,Adulto,Baixa
36,Masculino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$10,000 - $20,000",4,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
36,Feminino,Branca,Divorciado,Ensino superior completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
35,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$50,000 - $75,000",4,Sim,Sim,Não,Comprou o livro,Sim,Não,Adulto,Baixa
35,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),"$100,000 - $150,000",4,Não,Não,Sim,Comprou o livro,Sim,Sim,Adulto,Baixa
34,Masculino,Branca,Solteiro,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Sim,Pegou de outra forma,Sim,Não,Adulto,Baixa
33,Feminino,Branca,Casado,Ensino superior completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Não,Sim,Pegou de outra forma,Sim,Não,Adulto,Baixa
33,Feminino,Branca,Casado,Ensino médio completo,Desempregado,"Menos que $10,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
33,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
33,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
31,Masculino,Branca,Casado,Pós-graduação,Empregado (Integral),Não Informado,4,Sim,Não,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
30,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
30,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$40,000 - $50,000",4,Sim,Não,Sim,Pegou de outra forma,Não,Não,Adulto,Baixa
29,Feminino,Branca,Casado,Pós-graduação,Empregado (Integral),"$75,000 - $100,000",4,Sim,Sim,Não,Comprou o livro,Não,Sim,Adulto,Baixa
28,Feminino,Branca,Outros,Ensino superior completo,Desempregado,"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
28,Masculino,Branca,Outros,Ensino médio completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Baixa
28,Masculino,Branca,Casado,Ensino médio completo,Empregado (Integral),"$50,000 - $75,000",4,Sim,Não,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
26,Masculino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
25,Feminino,Branca,Solteiro,Ensino superior completo,Empregado (Integral),"$30,000 - $40,000",4,Sim,Não,Não,Comprou o livro,Não,Não,Adulto,Baixa
24,Masculino,Branca,Casado,Ensino superior completo,Empregado (Meio Período),"$10,000 - $20,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
24,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",4,Sim,Não,Não,Pegou de outra forma,Não,Não,Adulto,Baixa
23,Feminino,Branca,Solteiro,Ensino médio incompleto,Empregado (Integral),"Menos que $10,000",4,Sim,Não,Não,Comprou o livro,Sim,Não,Adulto,Baixa
23,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$10,000 - $20,000",4,Sim,Sim,Não,Pegou de outra forma,Sim,Não,Adulto,Baixa
23,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$100,000 - $150,000",4,Sim,Sim,Não,Pegou de outra forma,Sim,Sim,Adulto,Baixa
20,Masculino,Branca,Casado,Ensino médio completo,Desempregado,"$10,000 - $20,000",4,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Baixa
20,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Sim,Comprou o livro,Não,Não,Adulto,Baixa
19,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$100,000 a $150,000",4,Sim,Sim,Não,Comprou o livro,Não,Sim,Adulto,Baixa
18,Feminino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$10,000 - $20,000",4,Sim,Não,Sim,Comprou o livro,Não,Sim,Adulto,Baixa
18,Masculino,Branca,Solteiro,Ensino médio completo,Empregado (Meio Período),"$40,000 - $50,000",4,Não,Não,Não,Pegou emprestado de alguém,Não,Sim,Adulto,Baixa
18,Masculino,Branca,Solteiro,Ensino médio completo,Desempregado,"$100,000 - $150,000",4,Sim,Sim,Não,Pegou emprestado de alguém,Sim,Não,Adulto,Baixa
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,Não Informado,4,Sim,Não,Não,Pegou emprestado de alguém,Não,Sim,Adolescente,Baixa
17,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Integral),"$75,000 - $100,000",4,Sim,Não,Não,Comprou o livro,Não,Sim,Adolescente,Baixa
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 - $150,000",4,Sim,Não,Sim,Comprou o livro,Não,Sim,Adolescente,Baixa
16,Feminino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$30,000 - $40,000",4,Sim,Sim,Não,Comprou o livro,Não,Sim,Adolescente,Baixa
16,Masculino,Branca,Solteiro,Ensino médio incompleto,Empregado (Meio Período),"$40,000 - $50,000",4,Sim,Não,Não,Pegou numa biblioteca,Não,Não,Adolescente,Baixa
16,Masculino,Branca,Solteiro,Ensino médio incompleto,Desempregado,"$100,000 a $150,000",4,Sim,Não,Não,Pegou de outra forma,Não,Sim,Adolescente,Baixa
